"","1","2","3","4","5","6","7","8","9","10"
"venezuela",13,2,0,20,6,48,3,4,8,14
"venezuelan",1,0,0,2,0,13,1,0,0,6
"venezuelans",2,0,0,1,3,0,2,1,0,0
"venezuelas",7,0,0,1,1,0,0,0,6,0
"via",2,0,0,0,2,0,0,1,2,0
"video",1,2,0,6,1,12,11,4,3,18
"videos",1,0,0,2,1,2,3,1,1,6
"view",1,0,2,0,1,1,1,1,1,4
"violence",1,0,0,1,0,0,1,0,0,2
"violent,",1,0,0,0,0,0,0,0,0,0
"violent?",2,0,0,0,0,0,0,0,0,0
"visited",1,0,0,0,0,0,0,0,0,0
"want",8,0,0,0,1,0,0,0,0,1
"wants",1,0,0,1,0,0,0,0,1,0
"war",1,0,0,0,0,2,0,0,1,0
"was",9,0,0,6,4,4,0,0,6,2
"water,",1,0,0,0,0,0,0,0,0,1
"way",1,0,0,1,0,0,0,0,1,0
"week",1,0,0,0,1,3,0,0,1,1
"week,",1,0,0,0,0,1,0,0,1,2
"weekly",1,0,0,0,1,0,0,1,1,0
"were",1,0,0,0,0,4,2,0,3,1
"west",1,0,0,0,0,0,0,0,1,0
"western",1,0,0,0,0,0,0,0,0,0
"what",1,0,0,4,0,2,0,0,0,2
"whatsapp",1,0,0,0,1,0,0,0,1,0
"when",1,0,0,2,2,1,0,0,0,1
"where",1,1,0,1,0,1,0,0,0,2
"which",1,0,0,1,1,2,0,0,0,2
"while",1,0,0,0,0,2,0,0,0,3
"who",6,0,0,4,3,4,0,0,6,1
"whose",1,0,0,0,1,0,0,0,0,0
"with",6,4,0,12,3,23,7,1,17,11
"women",1,0,0,0,1,1,0,1,1,0
"won,",1,0,0,0,0,0,0,0,0,0
"wont",1,0,0,0,2,0,0,0,0,0
"work",1,0,0,4,1,4,4,1,1,4
"working",1,0,0,0,0,0,0,0,0,1
"world",4,0,2,3,4,8,7,4,4,7
"would",4,0,0,2,0,0,2,0,3,3
"writers",1,0,0,0,1,0,0,1,1,0
"yes.",1,0,0,0,0,0,0,0,0,0
"yet",1,0,0,0,0,0,0,0,0,0
"you",1,5,0,3,0,1,1,0,0,3
"you':",2,0,0,0,0,0,0,0,0,0
"you.",1,0,0,0,0,0,0,0,0,0
"""create",0,2,0,0,0,0,0,0,0,0
"#forgotpasswordform",0,1,0,0,0,0,0,0,0,0
"#registrationform",0,1,0,0,0,0,0,0,0,0
"#resendverificationform",0,1,0,0,0,0,0,0,0,0
"#resetpasswordform",0,1,0,0,0,0,0,0,0,0
"#socialregistrationform",0,1,0,0,0,0,0,0,0,0
"#tradauthenticatemergeform",0,1,0,0,0,0,0,0,0,0
"#userinformationform",0,2,0,0,0,0,0,0,0,0
"(660",0,1,0,0,0,0,0,0,0,0
"...",0,1,0,0,0,3,1,0,0,4
"/forgotpasswordform",0,1,0,0,0,0,0,0,0,0
"/newpasswordform",0,1,0,0,0,0,0,0,0,0
"/registrationform",0,1,0,0,0,0,0,0,0,0
"/resendverificationform",0,1,0,0,0,0,0,0,0,0
"/resetpasswordform",0,1,0,0,0,0,0,0,0,0
"/socialregistrationform",0,1,0,0,0,0,0,0,0,0
"/tradauthenticatemergeform",0,1,0,0,0,0,0,0,0,0
"/userinformationform",0,2,0,0,0,0,0,0,0,0
"12,",0,1,0,0,0,1,0,0,0,0
"1g9",0,1,0,0,0,0,0,0,0,0
"2002-2019",0,1,0,0,0,0,0,0,0,0
"2019,",0,1,0,0,0,0,0,0,0,1
"333",0,1,0,0,0,0,0,0,0,0
"7:03",0,1,0,0,0,0,0,0,0,0
"about",0,1,0,4,0,2,1,0,3,2
"account"",",0,2,0,0,0,0,0,0,0,0
"account.",0,1,0,0,0,0,0,0,0,1
"activate",0,1,0,0,0,0,0,0,0,0
"address",0,1,0,0,1,0,0,0,0,1
"address.",0,2,0,0,0,0,0,0,0,0
"advertisement",0,1,0,0,0,0,0,0,0,0
"agree",0,2,0,0,0,0,0,0,0,0
"airport",0,1,0,0,0,0,0,0,0,0
"all-inclusive",0,1,0,0,0,0,0,0,0,0
"allowed",0,1,0,0,0,1,0,0,0,0
"almost",0,2,0,0,0,0,0,0,0,0
"another",0,3,0,0,1,1,2,0,0,8
"apps",0,1,0,0,0,0,0,0,0,0
"around...",0,1,0,0,0,0,0,0,0,0
"back,",0,2,0,0,0,0,0,0,0,0
"backbutton",0,4,0,0,0,0,0,0,0,0
"beach",0,1,0,0,0,0,0,0,0,0
"before",0,2,0,2,2,1,0,0,0,1
"begins",0,1,0,0,0,0,0,0,0,0
"below",0,3,0,1,0,0,0,0,0,0
"bloor",0,1,0,0,0,0,0,0,0,0
"bound",0,2,0,0,0,0,0,0,0,0
"breakfast",0,1,0,0,0,0,0,0,0,0
"calgary",0,1,0,0,0,0,0,0,0,0
"call",0,2,0,1,0,5,1,0,1,1
"canada",0,2,0,0,0,0,1,0,0,0
"canadian",0,2,0,0,0,0,0,0,0,0
"car",0,1,0,0,0,0,0,0,0,0
"caribbean",0,1,0,0,0,1,0,0,0,0
"change",0,2,0,0,0,0,0,0,0,0
"changed",0,1,0,0,0,0,0,0,0,0
"changed.",0,2,0,0,0,0,0,0,0,0
"check",0,2,0,0,0,0,0,0,0,0
"citynews",0,1,0,0,0,0,0,0,0,0
"citytv",0,1,0,0,0,0,0,0,0,0
"click",0,1,0,0,0,0,0,0,0,0
"clicking",0,2,0,0,0,0,0,0,0,0
"code.",0,1,0,0,0,0,0,0,0,0
"complete",0,1,0,0,0,0,0,0,0,0
"confirm",0,4,0,0,0,1,1,0,0,2
"confirmation",0,1,0,0,0,0,0,0,0,0
"considered",0,1,0,0,0,0,0,0,0,0
"convoy",0,2,0,0,0,0,0,0,0,0
"convoystarted",0,1,0,0,0,0,0,0,0,0
"could",0,1,0,2,2,0,0,0,0,2
"country,",0,1,0,0,0,1,0,0,2,0
"create",0,7,0,0,0,0,0,0,0,0
"createaccountbutton",0,1,0,0,0,0,0,0,0,0
"dangerous,",0,1,0,0,0,0,0,0,0,0
"decameron",0,1,0,0,0,0,0,0,0,0
"deer",0,2,0,0,0,0,0,0,0,0
"demanding",0,1,0,0,0,0,0,0,0,0
"did",0,1,0,0,0,0,0,0,0,3
"didn't",0,1,0,0,0,0,0,0,0,0
"display",0,1,0,0,0,0,0,0,0,0
"done!",0,2,0,0,0,0,0,0,0,0
"each",0,2,0,0,2,0,0,0,0,0
"east,",0,1,0,0,0,0,0,0,0,0
"email.",0,1,0,0,0,0,0,0,0,0
"emailaddressdata",0,1,0,0,0,0,0,0,0,0
"emergency",0,3,0,0,0,0,0,0,0,0
"existing",0,3,0,0,0,0,0,0,0,0
"extremely",0,1,0,0,0,0,0,0,0,0
"february",0,1,0,1,0,10,0,0,0,0
"forgot",0,2,0,0,0,0,0,0,0,0
"forgotpassword_sendbutton",0,2,0,0,0,0,0,0,0,0
"four-day",0,1,0,0,0,0,0,0,0,0
"friday,",0,1,0,0,0,1,0,0,1,0
"get",0,1,0,1,0,3,1,0,1,2
"gorts",0,1,0,0,0,0,0,0,0,0
"haiti",0,1,0,0,0,0,0,0,0,0
"has",0,5,0,7,4,12,2,0,5,6
"highway",0,1,0,0,0,0,0,0,0,0
"indigo",0,1,0,0,0,0,0,0,0,0
"information",0,2,0,0,0,0,0,0,0,0
"instructions",0,2,0,0,0,0,0,0,0,1
"it!",0,1,0,0,1,0,0,0,0,0
"journey",0,1,0,0,0,0,0,0,0,0
"justin",0,1,0,0,0,0,0,0,0,0
"link",0,3,0,0,0,0,0,0,0,0
"linking",0,1,0,0,0,0,0,0,0,0
"loading",0,1,0,0,0,2,2,0,0,2
"loginwidget",0,2,0,0,0,0,0,0,0,0
"m4w",0,1,0,0,0,0,0,0,0,0
"media.",0,1,0,0,0,0,0,0,0,0
"merge",0,1,0,0,0,0,0,0,0,0
"mergeaccounts",0,1,0,0,0,0,0,0,0,0
"mergepassword",0,1,0,0,0,0,0,0,0,0
"montreal",0,1,0,0,0,0,0,0,0,0
"morning",0,1,0,0,0,0,0,0,0,0
"name:",0,1,0,0,0,0,0,0,0,0
"new",0,8,0,1,0,3,3,0,0,17
"newpassword",0,1,0,0,0,0,0,0,0,0
"newpasswordconfirm",0,1,0,0,0,0,0,0,0,0
"newpasswordform",0,1,0,0,0,0,0,0,0,0
"news)",0,1,0,0,0,0,0,0,0,0
"one.",0,1,0,0,0,0,0,0,0,0
"ontario",0,1,0,0,0,0,0,0,0,0
"ottawa",0,1,0,0,0,0,0,0,0,0
"password",0,10,0,0,0,0,0,0,0,0
"password.",0,4,0,0,0,0,0,0,0,0
"password?",0,2,0,0,0,0,0,0,0,0
"please",0,3,0,0,0,1,1,0,0,1
"press",0,1,0,0,0,1,0,0,0,0
"pro-pipeline",0,1,0,0,0,0,0,0,0,0
"profilephotocustom",0,1,0,0,0,0,0,0,0,0
"protests",0,1,0,2,3,6,2,0,2,2
"public_address",0,1,0,0,0,0,0,0,0,0
"public_birthdate",0,1,0,0,0,0,0,0,0,0
"public_displayname",0,1,0,0,0,0,0,0,0,0
"public_emailaddress",0,1,0,0,0,0,0,0,0,0
"public_gender",0,1,0,0,0,0,0,0,0,0
"public_name",0,1,0,0,0,0,0,0,0,0
"public_phonenumber",0,1,0,0,0,0,0,0,0,0
"public_profileblurb",0,1,0,0,0,0,0,0,0,0
"radioplayer",0,1,0,0,0,0,0,0,0,0
"recognize",0,1,0,2,0,0,0,0,0,2
"red",0,2,0,0,0,0,0,0,0,1
"resend",0,1,0,0,0,0,0,0,0,0
"reset",0,2,0,0,0,0,0,0,0,0
"resort",0,1,0,0,0,0,0,0,0,0
"rock",0,1,0,0,0,0,0,0,0,0
"rogers",0,1,0,0,0,0,0,0,0,0
"roll",0,1,0,0,0,0,0,0,0,0
"royal",0,1,0,0,0,0,0,0,0,0
"send",0,2,2,0,0,1,0,0,0,0
"sent",0,4,0,0,0,0,0,0,0,0
"service",0,2,0,0,0,0,0,0,0,0
"short",0,1,0,0,0,0,0,0,0,0
"signing",0,3,0,0,0,0,0,0,0,0
"slimm",0,1,0,0,0,0,0,0,0,0
"socialregistration_displayname",0,1,0,0,0,0,0,0,0,0
"socialregistration_emailaddress",0,1,0,0,0,0,0,0,0,0
"socialregistration_firstname",0,1,0,0,0,0,0,0,0,0
"socialregistration_lastname",0,1,0,0,0,0,0,0,0,0
"sorry",0,1,0,0,0,0,0,0,0,0
"staying",0,1,0,0,0,0,0,0,0,0
"stories",0,1,0,0,0,0,0,0,0,0
"stuck",0,1,0,0,0,0,0,0,0,0
"submitbutton",0,2,0,0,0,0,0,0,0,0
"successfully",0,1,0,0,0,0,0,0,0,0
"supply.",0,1,0,0,0,0,0,0,0,0
"television",0,1,0,0,0,0,0,0,0,1
"thank",0,2,0,1,0,0,0,0,0,0
"them.",0,2,0,0,0,0,0,0,0,0
"thursday",0,1,0,0,0,0,0,0,0,0
"tips",0,1,0,0,0,0,0,0,0,0
"took",0,1,0,1,1,1,0,0,1,1
"toronto,",0,1,0,0,0,0,0,0,0,0
"tourists",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_displayname",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_emailaddress",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_firstname",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_lastname",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_password",0,1,0,0,0,0,0,0,0,0
"traditionalregistration_passwordconfirm",0,1,0,0,0,0,0,0,0,0
"traditionalsignin_createbutton",0,1,0,0,0,0,0,0,0,0
"traditionalsignin_emailaddress",0,6,0,0,0,0,0,0,0,0
"traditionalsignin_password",0,2,0,0,0,0,0,0,0,0
"traditionalsignin_signinbutton",0,3,0,0,0,0,0,0,0,0
"trek",0,1,0,0,0,0,0,0,0,0
"understood",0,2,0,0,0,0,0,0,0,0
"united",0,1,0,10,1,7,6,0,3,6
"up!",0,1,0,0,0,0,0,0,0,0
"up.",0,2,0,0,0,0,0,0,0,0
"updated.",0,1,0,0,0,0,0,0,0,0
"use",0,2,0,1,0,5,5,0,0,5
"verification",0,2,0,0,0,0,0,0,0,0
"verify",0,1,0,0,0,1,1,0,0,1
"verifying",0,1,0,0,0,0,0,0,0,0
"wash.",0,1,0,0,0,0,0,0,0,0
"we'll",0,2,0,0,0,0,0,0,0,0
"we've",0,2,0,0,0,0,0,0,0,0
"website",0,2,0,0,0,1,0,0,0,0
"welcome",0,2,0,0,0,0,0,0,0,0
"welcomename",0,1,0,0,0,0,0,0,0,0
"your",0,14,0,5,0,3,2,0,0,2
"&bullet;",0,0,1,0,0,0,0,0,0,0
"-2019",0,0,2,0,0,0,0,0,0,0
"12:41",0,0,1,0,0,0,0,0,0,0
"13/02/2019",0,0,1,0,0,0,0,0,0,0
"360",0,0,2,0,0,0,0,0,0,0
"angola",0,0,2,0,0,0,0,0,0,0
"climate",0,0,2,0,0,0,0,0,0,0
"comment",0,0,2,0,0,0,0,0,0,0
"cookies",0,0,2,0,0,0,0,0,0,0
"cookies"".",0,0,1,0,0,0,0,0,0,0
"copyright",0,0,1,0,0,0,0,0,0,0
"corporate",0,0,1,0,0,0,0,0,0,0
"cult",0,0,2,0,0,0,0,0,0,0
"deutsch",0,0,3,0,0,0,0,0,0,0
"economy",0,0,2,0,0,0,0,0,0,0
"english",0,0,3,0,0,0,0,0,0,0
"espaol",0,0,3,2,0,4,4,0,0,4
"euronews",0,0,4,0,0,0,0,0,0,0
"european",0,0,2,0,0,3,0,0,0,0
"focus",0,0,2,0,0,0,0,0,0,0
"franais",0,0,3,0,0,0,0,0,0,0
"hubs",0,0,2,0,0,0,0,0,0,0
"insiders",0,0,2,0,0,0,0,0,1,0
"insight",0,0,2,0,0,0,0,0,0,0
"italiano",0,0,3,0,0,0,0,0,0,0
"japan",0,0,2,0,0,0,0,0,0,0
"learning",0,0,2,0,0,0,0,0,0,0
"lens",0,0,2,0,0,0,0,0,0,0
"magyar",0,0,3,0,0,0,0,0,0,0
"matera",0,0,2,0,0,0,0,0,0,0
"musica",0,0,2,0,0,0,0,0,0,0
"notes",0,0,2,0,0,0,0,0,0,0
"ocean",0,0,2,0,0,0,0,0,0,0
"portugus",0,0,3,0,0,0,0,0,0,0
"postcards",0,0,2,0,0,0,0,0,0,0
"real",0,0,2,0,0,0,0,0,0,0
"regions",0,0,2,0,0,0,0,0,0,0
"sci-tech",0,0,12,0,0,0,0,0,0,0
"services",0,0,1,0,0,0,0,0,0,0
"smart",0,0,2,0,0,0,0,0,0,0
"taste",0,0,2,0,0,0,0,0,0,0
"telegram",0,0,1,0,0,0,0,0,0,0
"trke",0,0,3,0,0,0,0,0,0,0
"update",0,0,2,0,0,0,0,0,0,1
"usa",0,0,2,0,0,0,0,0,0,0
"widgets",0,0,1,0,0,0,0,0,0,0
"zone",0,0,2,0,0,0,0,0,0,0
"""all",0,0,0,1,0,0,0,0,0,1
"""get",0,0,0,1,0,0,0,0,0,0
"""meaningless""",0,0,0,1,0,0,0,0,0,0
"""our",0,0,0,1,0,0,0,0,0,0
"""the",0,0,0,2,0,1,0,0,0,2
"""usurping",0,0,0,1,0,0,0,0,0,0
"#23jan",0,0,0,1,0,0,0,0,0,0
"#oaswithvenezuela,""",0,0,0,1,0,0,0,0,0,0
"#venezuela",0,0,0,1,0,0,0,0,0,0
"#venezuela.",0,0,0,1,0,0,0,0,0,0
"(c)",0,0,0,2,0,0,0,0,0,0
"(earlier",0,0,0,1,0,0,0,0,0,0
"(federico",0,0,0,1,0,0,0,0,0,0
"(it's",0,0,0,2,0,0,0,0,0,0
"(marcelo",0,0,0,1,0,0,0,0,0,0
"(our)",0,0,0,1,0,0,0,0,0,0
"(photo",0,0,0,2,0,0,0,0,0,0
"-explore",0,0,0,2,0,0,0,0,0,0
"-gadgets",0,0,0,2,0,0,0,0,0,0
"-lifestyle",0,0,0,2,0,0,0,0,0,0
"-wellness",0,0,0,2,0,0,0,0,0,0
"10.",0,0,0,1,0,0,0,0,0,0
"2016",0,0,0,1,0,0,0,0,0,0
"2018",0,0,0,2,0,3,2,0,2,2
"23,",0,0,0,11,0,0,2,0,0,0
"24,",0,0,0,1,0,0,0,0,0,0
"3:21",0,0,0,1,0,0,0,0,0,0
"3:25",0,0,0,1,0,0,0,0,0,0
"3:34",0,0,0,1,0,0,0,0,0,0
"4:09",0,0,0,1,0,0,0,0,0,0
"4:34",0,0,0,1,0,0,0,0,0,0
"4:39",0,0,0,1,0,0,0,0,0,0
"5:30",0,0,0,1,0,0,0,0,0,0
"6:48",0,0,0,1,0,0,0,0,0,0
"7:55",0,0,0,1,0,0,0,0,0,0
"7:58",0,0,0,1,0,0,0,0,0,0
"@jguaido",0,0,0,1,0,0,0,0,0,0
"a-z",0,0,0,2,0,0,0,0,0,0
"absence.",0,0,0,1,0,0,0,0,0,0
"abstentions",0,0,0,1,0,0,0,0,0,0
"acceptance",0,0,0,1,0,0,0,0,0,0
"accessibility",0,0,0,1,0,1,1,0,0,1
"accountable",0,0,0,1,0,0,0,0,0,1
"accredited",0,0,0,1,0,0,0,0,0,0
"acting",0,0,0,4,0,3,0,0,0,1
"actions",0,0,0,3,0,0,0,0,0,1
"actions,",0,0,0,1,0,0,0,0,0,0
"actually",0,0,0,1,0,0,0,0,0,0
"adchoices",0,0,0,1,0,1,1,0,0,1
"addressed",0,0,0,1,0,0,0,0,0,0
"administration",0,0,0,5,0,0,0,0,0,0
"ahead",0,0,0,2,0,3,2,0,0,2
"almagro",0,0,0,1,0,0,0,0,0,0
"amanda",0,0,0,1,0,0,0,0,0,0
"american",0,0,0,3,0,1,0,0,1,3
"announced",0,0,0,3,0,1,1,0,0,1
"announcement,",0,0,0,1,0,0,0,0,0,0
"another,",0,0,0,1,0,0,0,0,0,0
"anyone",0,0,0,1,0,0,0,0,1,0
"appropriate",0,0,0,1,0,0,0,0,0,0
"arabic",0,0,0,2,0,4,4,0,0,4
"architecture",0,0,0,2,0,2,2,0,0,2
"arts",0,0,0,2,0,2,2,0,0,2
"asap",0,0,0,1,0,0,0,0,0,0
"asking",0,0,0,1,1,0,0,0,0,0
"asks",0,0,0,1,0,0,0,0,0,0
"assembly",0,0,0,4,0,6,0,0,1,0
"assembly;",0,0,0,2,0,0,0,0,0,0
"assuming",0,0,0,1,0,0,0,0,0,0
"attempt",0,0,0,1,0,0,0,0,0,0
"authority",0,0,0,2,0,1,0,0,0,0
"authorized",0,0,0,1,0,0,0,0,0,0
"autos",0,0,0,2,0,2,2,0,0,2
"background",0,0,0,1,0,1,0,0,0,0
"balcn",0,0,0,2,0,0,0,0,0,0
"balcony",0,0,0,1,0,0,0,0,0,0
"barely",0,0,0,1,0,0,0,0,0,0
"basketball",0,0,0,2,0,0,0,0,0,0
"behalf",0,0,0,1,0,0,0,0,0,0
"behind",0,0,0,1,0,0,0,0,0,3
"best",0,0,0,1,0,0,0,0,1,0
"binge",0,0,0,2,0,2,2,0,0,2
"break",0,0,0,2,0,0,0,0,0,0
"breaking",0,0,0,2,0,3,1,0,0,1
"breaks",0,0,0,1,0,0,0,0,0,0
"broadcaster",0,0,0,1,0,0,0,0,0,1
"broadcasting",0,0,0,1,0,0,0,0,0,0
"cable",0,0,0,2,0,0,0,0,0,0
"can",0,0,0,3,1,0,1,0,2,4
"caracas.)",0,0,0,1,0,0,0,0,0,0
"cautioned.",0,0,0,1,0,0,0,0,0,0
"chance",0,0,0,1,0,0,0,0,1,0
"characterized",0,0,0,1,0,0,0,0,0,0
"charge",0,0,0,1,0,0,0,0,0,0
"charner",0,0,0,3,0,0,0,0,0,0
"china",0,0,0,4,0,3,4,0,0,3
"choose",0,0,0,2,0,0,0,0,0,0
"cilia",0,0,0,2,0,0,0,0,0,0
"circumstances",0,0,0,1,0,0,0,0,0,0
"clear",0,0,0,1,0,3,0,0,0,1
"clear,",0,0,0,1,0,0,0,0,0,0
"cnn",0,0,0,24,0,17,13,0,0,15
"cnn's",0,0,0,3,0,3,1,0,0,1
"cnns",0,0,0,2,0,0,0,0,0,0
"cnnvr",0,0,0,2,0,2,2,0,0,2
"college",0,0,0,2,0,0,0,0,0,0
"comes",0,0,0,1,0,2,0,0,0,2
"commentary",0,0,0,2,0,0,0,0,0,0
"commitment",0,0,0,1,0,0,0,0,0,0
"communicate",0,0,0,1,0,0,0,0,0,0
"conduct",0,0,0,1,0,0,0,0,0,0
"congratulate",0,0,0,1,0,0,0,0,0,0
"congress",0,0,0,2,0,2,2,0,0,3
"consider",0,0,0,1,0,0,0,0,0,0
"constitution",0,0,0,1,0,0,0,0,0,0
"constitutional",0,0,0,3,0,2,0,0,0,0
"consular",0,0,0,3,0,0,0,0,0,0
"continue",0,0,0,1,3,3,0,0,1,1
"contrary",0,0,0,1,0,0,0,0,0,0
"control",0,0,0,1,0,0,0,0,1,3
"counted.",0,0,0,1,0,0,0,0,0,0
"country's",0,0,0,2,0,1,0,0,0,3
"country.",0,0,0,4,0,2,0,0,3,0
"coup",0,0,0,1,0,1,1,0,0,6
"coupons",0,0,0,2,0,0,0,0,0,0
"court",0,0,0,2,0,3,2,0,0,2
"coverage",0,0,0,1,0,0,0,0,0,0
"covered",0,0,0,2,0,0,0,0,0,0
"crime",0,0,0,2,0,0,0,0,0,0
"cronies",0,0,0,1,0,0,0,0,0,0
"dammit!",0,0,0,1,0,0,0,0,0,0
"days",0,0,0,1,0,0,0,0,0,0
"decided",0,0,0,1,0,0,0,0,0,1
"declare",0,0,0,1,0,0,0,0,0,0
"declared",0,0,0,1,0,4,1,0,1,2
"decline.",0,0,0,1,0,0,0,0,0,0
"del",0,0,0,2,0,0,0,0,0,0
"delcy",0,0,0,2,0,0,0,0,0,0
"deliberations",0,0,0,1,0,0,0,0,0,0
"demands",0,0,0,1,0,0,0,0,0,0
"democracy",0,0,0,1,0,1,0,0,0,2
"democracy,",0,0,0,1,0,0,0,0,0,0
"depart",0,0,0,2,0,0,0,0,0,0
"despite",0,0,0,1,1,0,0,0,0,0
"destinations",0,0,0,2,0,2,2,0,0,2
"dignity",0,0,0,1,0,0,0,0,0,0
"diplomatic",0,0,0,10,0,1,0,0,0,0
"diplomats",0,0,0,6,0,0,0,0,0,0
"does",0,0,0,2,0,0,0,0,0,0
"drink",0,0,0,2,0,2,2,0,0,2
"drop.",0,0,0,1,0,0,0,0,0,0
"earlier",0,0,0,4,0,0,1,0,0,0
"edilzon",0,0,0,1,0,0,0,0,0,0
"eight",0,0,0,1,0,0,0,0,0,1
"election",0,0,0,2,0,2,2,0,1,3
"elections.",0,0,0,1,0,3,0,0,0,1
"embassies",0,0,0,3,0,0,0,0,0,0
"endangers",0,0,0,1,0,0,0,0,0,0
"ended.",0,0,0,1,0,0,0,0,0,0
"energy",0,0,0,2,0,0,0,0,0,0
"entertainment",0,0,0,2,0,1,1,0,0,1
"entities",0,0,0,1,0,0,0,0,0,1
"erika",0,0,0,2,0,0,0,0,0,0
"escorted",0,0,0,2,0,0,0,0,0,0
"et,",0,0,0,10,0,0,0,0,0,0
"every",0,0,0,1,0,1,0,0,0,0
"executive",0,0,0,2,0,0,0,0,0,1
"expand",0,0,0,1,0,0,0,0,0,0
"expel",0,0,0,1,0,0,0,0,0,0
"expressed",0,0,0,1,0,0,0,0,0,0
"extraordinary",0,0,0,1,0,0,0,0,0,0
"extreme",0,0,0,2,0,0,0,0,0,0
"familiar",0,0,0,1,0,0,0,0,0,0
"farias",0,0,0,2,0,0,0,0,0,0
"films",0,0,0,2,0,0,0,0,0,0
"firm",0,0,0,1,0,1,0,0,0,1
"firmly",0,0,0,1,0,0,0,0,0,0
"fixed",0,0,0,1,0,0,0,0,0,0
"flag",0,0,0,2,0,3,0,0,0,0
"flora",0,0,0,3,0,0,0,0,0,1
"flores;",0,0,0,2,0,0,0,0,0,0
"florida",0,0,0,1,0,0,0,0,0,0
"follow",0,0,0,2,0,0,0,0,0,0
"following",0,0,0,1,2,0,0,0,0,0
"footage",0,0,0,1,0,1,1,0,0,1
"foreign",0,0,0,1,0,0,0,0,0,1
"former",0,0,0,1,0,1,0,0,4,1
"frankly",0,0,0,1,0,0,0,0,0,0
"front,",0,0,0,1,0,0,0,0,0,0
"full",0,0,0,1,0,1,0,0,0,2
"future",0,0,0,1,0,0,0,0,0,0
"future.",0,0,0,1,0,0,0,0,0,0
"gadget",0,0,0,2,0,2,2,0,0,2
"gamez/getty",0,0,0,1,0,0,0,0,0,0
"garcia/afp/getty",0,0,0,1,0,0,0,0,0,0
"genius!)",0,0,0,1,0,0,0,0,0,0
"gop",0,0,0,1,0,0,0,0,0,0
"grants",0,0,0,1,0,0,0,0,0,0
"grata,""",0,0,0,1,0,0,0,0,0,0
"guaido",0,0,0,14,0,15,0,0,0,11
"guaido,",0,0,0,3,0,4,0,0,0,2
"hagen/getty",0,0,0,1,0,0,0,0,0,0
"here",0,0,0,3,0,0,0,0,0,3
"here's",0,0,0,1,0,0,0,0,0,0
"himself",0,0,0,5,1,4,1,0,1,2
"hln",0,0,0,2,0,2,2,0,0,2
"hold",0,0,0,1,0,2,0,0,0,0
"host",0,0,0,1,0,0,0,0,0,0
"hours",0,0,0,2,0,0,0,0,1,0
"hours.",0,0,0,3,0,0,0,0,0,0
"house",0,0,0,2,0,1,0,0,0,1
"huge",0,0,0,1,0,0,0,0,0,0
"images)",0,0,0,4,0,0,0,0,0,0
"immediate",0,0,0,2,0,0,0,0,0,0
"imperial",0,0,0,1,0,0,0,0,0,0
"inc.",0,0,0,1,0,0,0,0,0,0
"india",0,0,0,4,0,3,3,0,0,3
"innovate",0,0,0,2,0,2,2,0,0,2
"innovative",0,0,0,2,0,2,2,0,0,2
"install",0,0,0,1,0,0,0,0,0,0
"interim",0,0,0,3,1,3,1,1,2,1
"investigations",0,0,0,2,0,0,0,0,0,0
"invited",0,0,0,1,0,1,0,0,0,0
"issued",0,0,0,3,0,0,0,0,0,0
"jan.",0,0,0,3,0,0,0,0,0,0
"january",0,0,0,10,1,25,3,0,2,1
"justice",0,0,0,2,0,0,0,0,0,0
"kevin",0,0,0,1,0,0,0,0,0,0
"kosinski",0,0,0,1,0,0,0,0,0,0
"lady",0,0,0,2,0,0,0,0,0,0
"last",0,0,0,1,3,3,0,0,3,4
"later",0,0,0,1,0,0,0,0,0,0
"lawmaker",0,0,0,1,1,0,0,0,0,0
"leaders",0,0,0,1,1,2,0,0,0,0
"leadership",0,0,0,2,0,2,2,0,0,2
"leading",0,0,0,1,1,0,0,0,0,0
"leave",0,0,0,6,0,0,0,0,0,0
"leave,""",0,0,0,1,0,0,0,0,0,0
"leave.",0,0,0,1,0,0,0,0,0,0
"leaving",0,0,0,1,0,1,0,0,0,0
"legal",0,0,0,1,0,1,0,0,0,1
"legitimacy.",0,0,0,1,0,1,0,0,0,0
"lendingtree",0,0,0,1,0,0,0,0,0,0
"letterhead,",0,0,0,1,0,0,0,0,0,0
"license",0,0,0,1,0,1,1,0,0,1
"like",0,0,0,1,0,0,0,0,2,0
"livelihood.",0,0,0,1,0,0,0,0,0,0
"liz",0,0,0,1,0,0,0,0,0,0
"longer",0,0,0,2,0,3,2,0,1,2
"longform",0,0,0,2,0,0,0,0,0,0
"luxury",0,0,0,2,0,2,2,0,0,2
"maduro's",0,0,0,5,0,7,2,0,0,6
"madurosaid",0,0,0,1,0,0,0,0,0,0
"maintain",0,0,0,3,0,0,0,0,0,0
"maintains",0,0,0,1,0,0,0,0,0,0
"major",0,0,0,2,0,0,0,0,0,0
"marco",0,0,0,1,0,0,0,0,0,0
"markets",0,0,0,2,0,2,2,0,0,2
"massive",0,0,0,1,0,1,1,0,0,1
"me,",0,0,0,1,0,0,0,0,0,0
"meaningless.",0,0,0,1,0,0,0,0,0,0
"means",0,0,0,1,0,0,0,0,0,0
"meanwhile:",0,0,0,1,0,0,0,0,0,0
